Provider Name,City,State,Claims Paid By Treatment,Claims Paid By Testing
GRACE FAMILY HEALTH LL,LUFKIN,TX,$63 ,$0 
JOSE CAPELLAN MD,LUFKIN,TX,"$4,561 ",$0 
JOSE CAPELLAN MD,LUFKIN,TX,"$1,096 ",$0 
LUFKIN PHYSICIAN SERVI,LUFKIN,TX,"$11,668 ",$0 
MEMORIAL MED CENTER OF,LUFKIN,TX,"$6,906 ","$21,332 "
WESTERN TEXAS EMERGENC,LUFKIN,TX,"$2,239 ",$579 
WOODLAND HEIGHTS MEDIC,LUFKIN,TX,"$162,684 ","$51,975 "
COMMUNITY HEALTH CENTE,LULING,TX,"$1,002 ",$73 
SETON FAMILY OF HOSPIT,LULING,TX,"$19,347 ","$27,217 "
CHRISTUS PHYSICIAN GRO,LUMBERTON,TX,$0 ,$89 
DIAGNOSTIC GROUP INTEG,LUMBERTON,TX,$71 ,$0 
LUMBERTON HOSPITAL LLC,LUMBERTON,TX,$0 ,"$3,627 "
BHS PHYSICIANS NETWORK,LYTLE,TX,$490 ,$22 
HEALTH SERVICES COMMUN,MADISONVILLE,TX,$514 ,"$8,182 "
MADISON ST JOSEPH HEAL,MADISONVILLE,TX,"$1,316 ","$21,126 "
HUNAID DOLLAR,MAGNOLIA,TX,"$10,298 ",$0 
MEDICAL CENTER HOSPITA,MAGNOLIA,TX,$447 ,$0 
AUSTIN REGIONAL CLINIC,MANOR,TX,$0 ,"$2,240 "
24 HOUR PHYSICIANS INC,MANSFIELD,TX,"$3,239 ","$17,325 "
EBD BEMC BURLESON LLC,MANSFIELD,TX,"$5,821 ","$14,559 "
EBD BEMC BURLESON LLC,MANSFIELD,TX,"$32,048 ","$59,324 "
FAMILY HEALTHCARE ASSO,MANSFIELD,TX,$0 ,$337 
INFECTIOUS DISEASE PAR,MANSFIELD,TX,"$25,704 ",$0 
LONESTAR HOSPITAL MEDI,MANSFIELD,TX,"$41,823 ",$0 
METHODIST DALLAS MEDIC,MANSFIELD,TX,"$291,605 ","$101,400 "
RIO GRANDE VALLEY EMER,MANSFIELD,TX,"$5,293 ","$8,577 "
TEXAS PULMONARY AND CR,MANSFIELD,TX,"$4,686 ",$0 
THE PAVILION AT CREEKW,MANSFIELD,TX,$0 ,"$38,700 "
LONE STAR CIRCLE OF CA,MARBLE FALLS,TX,$74 ,$557 
SCOTT AND WHITE HOSPIT,MARBLE FALLS,TX,"$63,690 ","$3,069 "
SCOTT WHITE CLINIC,MARBLE FALLS,TX,"$2,246 ",$73 
SCOTT WHITE CLINIC,MARBLE FALLS,TX,$490 ,$0 
PREVENTATIVE CARE HEAL,MARFA,TX,$125 ,$0 
ACUTE CARE SPECIALIST,MARSHALL,TX,$188 ,$952 
ACUTE CARE SPECIALIST,MARSHALL,TX,"$1,441 ","$3,531 "
CHRISTUS GOOD SHEPHARD,MARSHALL,TX,"$1,005,246 ","$104,352 "
FRONTERA HEALTHCARE NE,MASON,TX,$0 ,$229 
HEART OF TEXAS COMMUNI,MC GREGOR,TX,$0 ,$593 
ASHLEY PEDIATRICS DAY,MCALLEN,TX,"$1,353 ","$2,318 "
ASHLEY PEDIATRICS DAY,MCALLEN,TX,$0 ,$73 
BHS PHYSICIANS NETWORK,MCALLEN,TX,"$1,494 ",$0 
HIDALGO COUNTY EMERGEN,MCALLEN,TX,"$1,162 ",$0 
HIDALGO EMERGENCY MEDI,MCALLEN,TX,$0 ,$118 
HNI MEDICAL SERVICES,MCALLEN,TX,"$23,758 ",$0 
HNI MEDICAL SERVICES,MCALLEN,TX,"$2,357 ",$0 
MCALLEN EMERGENCY MED,MCALLEN,TX,"$11,709 ",$64 
MCALLEN EMERGENCY MED,MCALLEN,TX,"$23,569 ",$651 
MEDCARE EMS INC,MCALLEN,TX,$759 ,$0 
MEDCARE EMS INC,MCALLEN,TX,"$5,766 ",$0 
OAK CREEK EMERGENCY ME,MCALLEN,TX,"$7,643 ",$772 
PER LAB LLC,MCALLEN,TX,$66 ,$656 
QUANTUM HOSPITALIST PH,MCALLEN,TX,"$5,568 ",$0 
RICARDO ABREU MD PA,MCALLEN,TX,"$19,144 ",$0 
RICARDO ABREU MD PA,MCALLEN,TX,"$50,992 ",$0 
RIO GRANDE REGIONAL HO,MCALLEN,TX,"$4,133,869 ","$302,481 "
RIO GRANDE VALLEY CARD,MCALLEN,TX,$717 ,$0 
RIO GRANDE VALLEY PHYS,MCALLEN,TX,"$4,038 ",$810 
SOUTH TEXAS INFECTIOUS,MCALLEN,TX,"$204,209 ",$0 
UNIVERSITY OF TEXAS RI,MCALLEN,TX,"$14,054 ","$9,337 "
UNIVERSITY OF TEXAS RI,MCALLEN,TX,"$36,638 ","$78,598 "
VALLEY INTENSIVISTS PU,MCALLEN,TX,"$224,600 ",$0 
VALLEY MED URGENT CARE,MCALLEN,TX,$0 ,$108 
VALLEY PULMONARY GROUP,MCALLEN,TX,"$311,862 ",$0 
BAYLOR MEDICAL CENTER,MCKINNEY,TX,"$335,337 ","$8,778 "
BAYLOR MEDICAL CENTER,MCKINNEY,TX,"$10,069 ","$5,696 "
CARENOW,MCKINNEY,TX,"$36,420 ","$670,156 "
CARENOW,MCKINNEY,TX,"$152,872 ","$2,321,769 "
CHILDRENS HEALTH PM UR,MCKINNEY,TX,$0 ,$672 
HEALTH TEXAS PROVIDER,MCKINNEY,TX,"$3,462 ",$0 
MEDICAL CENTER OF MCKI,MCKINNEY,TX,"$955,321 ","$180,131 "
NORTH TEXAS ID PA,MCKINNEY,TX,"$1,347 ",$0 
NUCH OF TEXAS,MCKINNEY,TX,$0 ,"$3,409 "
NUCH OF TEXAS,MCKINNEY,TX,$665 ,"$15,128 "
PHI AIR MEDICAL LLC,MCKINNEY,TX,"$23,615 ",$0 
PHI AIR MEDICAL LLC,MCKINNEY,TX,"$20,009 ",$0 
PULMONARY MEDICINE CON,MCKINNEY,TX,"$69,898 ",$110 
STERLING INFECTIOUS DI,MCKINNEY,TX,"$9,056 ",$0 
NUESTRA CLINICA DEL VA,MERCEDES,TX,$584 ,"$1,552 "
UNIVERSITY OF TEXAS RI,MERCEDES,TX,"$89,041 ","$419,175 "
SHACKELFORD COUNTY COM,MERKEL,TX,$0 ,$173 
360 CLINICS PLLC,MESQUITE,TX,"$3,063 ","$17,433 "
APOGEE MEDICAL GROUPTE,MESQUITE,TX,"$22,037 ",$0 
COMMUNITY INFECTIOUS D,MESQUITE,TX,"$5,694 ",$0 
DALLAS REGIONAL MEDICA,MESQUITE,TX,"$702,242 ","$91,263 "
DALLAS RENAL GROUP,MESQUITE,TX,$419 ,$0 
HEALTH TEXAS PROVIDER,MESQUITE,TX,$0 ,$111 
JIYA MEDICAL GROUP PLL,MESQUITE,TX,"$118,701 ",$0 
MISSION EAST DALLAS,MESQUITE,TX,$77 ,$153 
MISSION EAST DALLAS,MESQUITE,TX,$123 ,$128 
NORTH REGIONAL INFECTI,MESQUITE,TX,"$1,718 ",$0 
NORTH REGIONAL INFECTI,MESQUITE,TX,$148 ,$0 
STAR MD PLLC,MESQUITE,TX,"$26,142 ",$0 
STAR MD PLLC,MESQUITE,TX,"$61,305 ",$0 
TEXAS HEALTH PHYSICIAN,MESQUITE,TX,$0 ,$52 
FORT PARKER EMERGENCY,MEXIA,TX,$905 ,$579 
FORT PARKER EMERGENCY,MEXIA,TX,$171 ,$171 
MEXIA PRINCIPLE HEALTH,MEXIA,TX,"$16,940 ","$2,654 "
FPACP MONAHANS LLC,MIDLAND,TX,$0 ,$775 
FPACP MONAHANS LLC,MIDLAND,TX,"$480,876 ","$21,461 "
FPACP MONAHANS LLC,MIDLAND,TX,"$1,012,886 ","$55,427 "
MIDLAND COMMUNITY HEAL,MIDLAND,TX,$372 ,"$1,886 "
MIDLAND EMERGENCY MANA,MIDLAND,TX,$171 ,$171 
MIDLAND EMERGENCY MANA,MIDLAND,TX,"$13,203 ","$22,963 "
MMH PHYSICIANS,MIDLAND,TX,"$31,141 ",$0 
PREMIER PHYSICIANS,MIDLAND,TX,$73 ,$0 
PREMIER PHYSICIANS,MIDLAND,TX,"$3,655 ",$73 
PREMIER PHYSICIANS,MIDLAND,TX,"$28,993 ",$0 
PREMIER PHYSICIANS,MIDLAND,TX,$349 ,$0 
CITY OF MIDLOTHIAN,MIDLOTHIAN,TX,"$2,690 ",$0 
HEALTH TEXAS PROVIDER,MIDLOTHIAN,TX,$0 ,$180 
TEXAS HEALTH CARE PLLC,MIDLOTHIAN,TX,$0 ,$564 
ETMC PHYSICIAN GROUP I,MINEOLA,TX,$408 ,"$1,309 "
QUITMAN HOSPITAL LLC,MINEOLA,TX,$151 ,$151 
QUITMAN HOSPITAL LLC,MINEOLA,TX,"$1,072 ","$7,387 "
CITY OF MINERAL WELLS,MINERAL WELLS,TX,$967 ,$0 
PALO PINTO GENERAL HOS,MINERAL WELLS,TX,"$26,303 ","$50,059 "
EDINBURG EMERG MED ASS,MISSION,TX,"$3,526 ",$615 
MISSION HOSPITAL CRNA,MISSION,TX,$0 ,$836 
MISSION HOSPITAL CRNA,MISSION,TX,"$277,909 ","$25,673 "
NUESTRA CLINICA DEL VA,MISSION,TX,$75 ,"$2,854 "
NUESTRA CLINICA DEL VA,MISSION,TX,$339 ,"$6,080 "
VALLEY INTERNAL MEDICI,MISSION,TX,$314 ,"$4,217 "
VALLEY PULMONARY GROUP,MISSION,TX,"$51,658 ",$0 
BEST HEALTH URGENT CAR,MISSOURI CITY,TX,"$3,470 ","$1,909 "
KIRBY EMERGENCY PHYSIC,MISSOURI CITY,TX,"$1,433 ","$10,808 "
SHIRL FELDER,MISSOURI CITY,TX,"$1,603 ","$7,724 "
SHIRL FELDER,MISSOURI CITY,TX,$415 ,"$5,150 "
TMH PHYSICIAN ASSOCIAT,MISSOURI CITY,TX,$20 ,$0 
CHAMBERS COUNTY PUBLIC,MONT BELVIEU,TX,$73 ,"$9,047 "
CITY OF MONT BELVIEU,MONT BELVIEU,TX,"$1,125 ",$0 
HOSPITAL DOCS PA,MONTGOMERY,TX,$325 ,$0 
HOSPITAL DOCS PA,MONTGOMERY,TX,"$2,435 ",$0 
TEXAS EM I MEDICAL SER,MOUNT PLEASANT,TX,"$3,741 ","$8,448 "
TITUS COUNTY HOSPITAL,MOUNT PLEASANT,TX,"$64,947 ","$7,572 "
TITUS COUNTY HOSPITAL,MOUNT PLEASANT,TX,"$126,778 ","$7,377 "
JEAN WOEL LATORTUE,MOUNT VERNON,TX,"$2,519 ","$22,692 "
JEAN WOEL LATORTUE,MOUNT VERNON,TX,$146 ,"$3,127 "
24 HOUR PHYSICIANS INC,MURPHY,TX,"$1,441 ","$3,333 "
CR EMERGENCY ROOM LLC,MURPHY,TX,"$2,085 ","$3,796 "
CR EMERGENCY ROOM LLC,MURPHY,TX,"$48,137 ","$10,182 "
ID PHYSICIAN CONSULTAT,MURPHY,TX,"$1,598 ",$0 
BHS PHYSICIANS NETWORK,NACOGDOCHES,TX,"$21,071 ",$0 
BHS PHYSICIANS NETWORK,NACOGDOCHES,TX,$3 ,$59 
EAST TEXAS COMMUNITY H,NACOGDOCHES,TX,"$19,690 ","$160,643 "
LIVING FOREST COUNTRY,NACOGDOCHES,TX,$514 ,"$2,438 "
LIVING FOREST COUNTRY,NACOGDOCHES,TX,"$3,636 ","$4,990 "
NACOGDOCHES CARDIOVASC,NACOGDOCHES,TX,$698 ,$0 
NACOGDOCHES MEMORIAL P,NACOGDOCHES,TX,"$325,356 ","$17,942 "
NACOGDOCHES PULMONARY,NACOGDOCHES,TX,"$8,167 ",$0 
NACOGDOCHES PULMONARY,NACOGDOCHES,TX,"$40,043 ",$0 
NUCH OF TEXAS,NACOGDOCHES,TX,$0 ,"$2,254 "
NUCH OF TEXAS,NACOGDOCHES,TX,$147 ,"$15,520 "
PARK PLAZA HOSPITAL,NACOGDOCHES,TX,"$259,241 ","$85,712 "
PARK PLAZA HOSPITAL,NACOGDOCHES,TX,"$3,415 ","$18,892 "
STONE FORT INPATIENT S,NACOGDOCHES,TX,"$7,420 ",$0 
TEXAS ESS HOSPITALIST,NACOGDOCHES,TX,"$9,034 ",$0 
BRAZOS VALLEY EMERGENC,NAVASOTA,TX,"$5,234 ","$12,241 "
CHI ST JOSEPH REGIONAL,NAVASOTA,TX,"$4,375 ","$88,612 "
HEALTH SERVICES COMMUN,NAVASOTA,TX,$692 ,"$2,490 "
DIAGNOSTIC GROUP INTEG,NEDERLAND,TX,$61 ,$0 
POST ACUTE ENTERPRISES,NEDERLAND,TX,"$161,160 ",$0 
ABHISHEK VEDAVALLI,NEW BRAUNFELS,TX,"$3,827 ",$0 
BHS PHYSICIANS NETWORK,NEW BRAUNFELS,TX,"$1,461 ",$0 
BRIGGS FAMILY MEDICINE,NEW BRAUNFELS,TX,$124 ,$293 
CHRISTUS HEALTH SANTA,NEW BRAUNFELS,TX,"$49,865 ",$100 
CHRISTUS HEALTH SANTA,NEW BRAUNFELS,TX,"$291,365 ",$411 
CHRISTUS PHYSICIAN GRO,NEW BRAUNFELS,TX,"$3,763 ",$0 
E MERGE PHYSICIANS,NEW BRAUNFELS,TX,"$2,315 ","$6,799 "
EL CENTRO DEL BARRIO,NEW BRAUNFELS,TX,$0 ,$158 
KOMEDIX MEDICAL ASSOCI,NEW BRAUNFELS,TX,"$5,079 ","$20,112 "
LEONARD E DEAL MD PA,NEW BRAUNFELS,TX,"$33,147 ",$0 
LEONARD E DEAL MD PA,NEW BRAUNFELS,TX,"$113,244 ",$0 
NUCH OF TEXAS,NEW BRAUNFELS,TX,$338 ,"$25,774 "
NUCH OF TEXAS,NEW BRAUNFELS,TX,$73 ,"$3,125 "
PULMONOLOGY AND SLEEP,NEW BRAUNFELS,TX,"$6,183 ",$0 
PULMONOLOGY AND SLEEP,NEW BRAUNFELS,TX,"$12,061 ",$0 
RESOLUTE HOSPITAL COMP,NEW BRAUNFELS,TX,"$280,480 ","$2,965 "
VICTORIA EMERGENCY PAR,NEW BRAUNFELS,TX,$767 ,"$1,589 "
AYMANCARE,NORTH RICHLAND HILLS,TX,"$128,145 ","$297,694 "
AYMANCARE,NORTH RICHLAND HILLS,TX,"$6,659 ","$76,725 "
CARDIOLOGY SPECIALISTS,NORTH RICHLAND HILLS,TX,$210 ,$0 
CARDIOLOGY SPECIALISTS,NORTH RICHLAND HILLS,TX,$105 ,$0 
DFW KIDNEY CARE CLINIC,NORTH RICHLAND HILLS,TX,"$13,876 ",$0 
NORTH HILLS HOSPITAL,NORTH RICHLAND HILLS,TX,"$558,426 ","$86,210 "
NORTH HILLS HOSPITAL,NORTH RICHLAND HILLS,TX,"$68,271 ","$25,992 "
NORTH TEXAS KIDNEY DIS,NORTH RICHLAND HILLS,TX,"$1,537 ",$0 
VITAL CARE CLINIC LLC,NORTH RICHLAND HILLS,TX,"$19,491 ",$64 
VITAL CARE CLINIC LLC,NORTH RICHLAND HILLS,TX,"$1,378 ",$0 
BASIN EMERGENCY PHYSIC,ODESSA,TX,"$18,972 ","$73,172 "
MCH PROCARE HOSPITAL B,ODESSA,TX,"$3,881 ",$0 
MCH PROCARE HOSPITAL B,ODESSA,TX,$510 ,$0 
MEDICAL CENTER HOSPITA,ODESSA,TX,$555 ,"$3,310 "
MEDICAL CENTER HOSPITA,ODESSA,TX,$208 ,$437 
MEDICAL CENTER HOSPITA,ODESSA,TX,"$444,250 ","$5,010 "
ODESSA PHYSICIANS ASSO,ODESSA,TX,"$4,322 ","$1,358 "
ODESSA REGIONAL HOSPIT,ODESSA,TX,"$242,064 ","$73,265 "
OLNEY HAMILTON HOSPITA,OLNEY,TX,$72 ,"$3,016 "
EMERGENCY SERVICES OF,ORANGE,TX,"$4,536 ","$13,072 "
EMERGENCY SERVICES OF,ORANGE,TX,"$13,912 ","$19,165 "
SHANNON CLINIC,OZONA,TX,$232 ,$818 
SHANNON CLINIC,OZONA,TX,$0 ,$178 
EL CAMPO MEMORIAL HOSP,PALACIOS,TX,$51 ,$0 
PALACIOS COMMUNITY MED,PALACIOS,TX,"$3,605 ","$6,732 "
HOSPITAL MEDICINE ASSO,PALESTINE,TX,"$7,357 ",$0 
PALESTINE REGIONAL MED,PALESTINE,TX,"$133,528 ","$32,939 "
SAMUELS VALLEY PEDIATI,PALMVIEW,TX,"$132,438 ",$445 
PAMPA REGIONAL MEDICAL,PAMPA,TX,"$23,613 ","$14,435 "
SPMG SIGNATURE PAMPA M,PAMPA,TX,"$1,527 ",$667 
PARIS REGIONAL MEDICAL,PARIS,TX,"$389,208 ","$75,543 "
PRMC HEALTHCARE GROUP,PARIS,TX,$528 ,$0 
PRMC HEALTHCARE GROUP,PARIS,TX,"$31,528 ",$0 
RED RIVER VALLEY RADIO,PARIS,TX,$18 ,$0 
SPECIAL HEALTH RESOURC,PARIS,TX,$173 ,$0 
ANDRES VASQUEZ MD PLLC,PASADENA,TX,"$3,231 ",$0 
ARMSTRONG MEDICAL GROU,PASADENA,TX,"$32,421 ",$0 
ARMSTRONG MEDICAL GROU,PASADENA,TX,"$1,175 ",$0 
BAY AREA EMERGENCY PAR,PASADENA,TX,"$15,052 ","$31,992 "
BAY AREA INFECTIOUS DI,PASADENA,TX,"$38,232 ",$0 
BAYLOR COLLEGE OF MEDI,PASADENA,TX,"$1,704 ",$0 
BAYSHORE MEDICAL CENTE,PASADENA,TX,"$3,678,944 ","$906,910 "
GENERAL SURGEONS OF PA,PASADENA,TX,"$1,374 ",$0 
HARLINGEN CRITICAL CAR,PASADENA,TX,"$63,994 ",$0 
IPC PAC HEALTHCARE SER,PASADENA,TX,$76 ,$0 
JAMES TRAN MD PA,PASADENA,TX,$688 ,$0 
JAMES TRAN MD PA,PASADENA,TX,$887 ,$0 
LONE STAR INTENSIVISTS,PASADENA,TX,"$44,237 ",$0 
MOHAMMAD MONJURUL ALAM,PASADENA,TX,"$7,089 ",$0 
OCCUPATIONAL AND FAMIL,PASADENA,TX,$111 ,$0 
OCCUPATIONAL AND FAMIL,PASADENA,TX,$0 ,$113 
SHARIQ J RAUF MD PA,PASADENA,TX,$106 ,$0 
SOUTHEAST HOUSTON CARD,PASADENA,TX,"$2,291 ",$0 
ST LUKES PATIENTS MEDI,PASADENA,TX,"$604,289 ","$8,524 "
SYED NASER MUJEEB MD,PASADENA,TX,$78 ,"$42,230 "
SYED NASER MUJEEB MD,PASADENA,TX,$167 ,"$38,097 "
APC HEALTH LLC,PEARLAND,TX,$0 ,"$1,587 "
APC HEALTH LLC,PEARLAND,TX,$535 ,"$6,964 "
KIRBY EMERGENCY PHYSIC,PEARLAND,TX,"$2,560 ","$8,796 "
MEMORIAL HERMANN HOSPI,PEARLAND,TX,$790 ,"$1,449 "
MEMORIAL HERMANN MEDIC,PEARLAND,TX,$523 ,$0 
MEMORIAL HERMANN MEDIC,PEARLAND,TX,"$10,365 ",$0 
MURTAZA MUSSAJI DO PA,PEARLAND,TX,$111 ,$122 
NAVEED U FAROOQ,PEARLAND,TX,"$29,447 ",$0 
NAVEED U FAROOQ,PEARLAND,TX,$265 ,$0 
PEARLAND MEDICAL CENTE,PEARLAND,TX,"$1,451,896 ","$76,504 "
SPECLTY ASSOCIATES OF,PEARLAND,TX,$40 ,$0 
TMH PHYSICIAN ASSOCIAT,PEARLAND,TX,$137 ,$0 
UTMB FACULTY GROUP PRA,PEARLAND,TX,$0 ,$355 
AIR EVAC EMS INC,PEARSALL,TX,"$10,206 ",$0 
AIR EVAC EMS INC,PEARSALL,TX,"$70,052 ",$0 
FRIO REGIONAL HOSPITAL,PEARSALL,TX,"$52,961 ",$590 
VNC REALHEALTH PLLC,PEARSALL,TX,"$1,079 ",$0 
CONCORD MEDICAL GROUP,PECOS,TX,$171 ,$0 
REEVES COUNTY HOSPITAL,PECOS,TX,"$36,975 ","$35,091 "
OCHILTREE GENERAL HOSP,PERRYTON,TX,$0 ,$69 
AUSTIN REGIONAL CLINIC,PFLUGERVILLE,TX,"$1,598 ","$18,275 "
BAYLOR SCOTT AND WHITE,PFLUGERVILLE,TX,"$100,628 ","$20,071 "
COMMUNITYCARE,PFLUGERVILLE,TX,$0 ,$115 
EXPRESSMD URGENT CARE,PFLUGERVILLE,TX,$0 ,$462 
LONGHORN EMERGENCY MED,PFLUGERVILLE,TX,$0 ,$603 
SCOTT WHITE CLINIC,PFLUGERVILLE,TX,$0 ,$571 
SCOTT WHITE CLINIC,PFLUGERVILLE,TX,$168 ,$774 
TRAVIS COUNTY EMERGENC,PFLUGERVILLE,TX,"$9,823 ",$0 
TRI COUNTY PRACTICE AS,PFLUGERVILLE,TX,$0 ,$976 
DR BOSE INDUSTRIAL AND,PHARR,TX,$210 ,$73 
HIRAM L GARCIA MD,PHARR,TX,$314 ,$0 
JUAN AGUILERA MD AND A,PHARR,TX,"$4,414 ","$27,239 "
CAMP COUNTY AMBULANCE,PITTSBURG,TX,"$13,679 ",$0 
UTHEALTH PITTSBURG,PITTSBURG,TX,"$7,695 ","$3,773 "
UTHEALTH PITTSBURG,PITTSBURG,TX,"$90,082 ","$40,040 "
COVENANT MEDICAL GROUP,PLAINVIEW,TX,$93 ,$0 
CROW EMERGENCY PHYSICI,PLAINVIEW,TX,"$9,033 ","$2,463 "
METHODIST HOSPITAL PLA,PLAINVIEW,TX,"$88,991 ","$122,467 "
ADVANCED KIDNEY CARE O,PLANO,TX,$136 ,$0 
ALICE LAZARESCU,PLANO,TX,$242 ,$0 
BAYLOR REGIONAL MED CT,PLANO,TX,"$381,633 ","$1,263 "
CARENOW,PLANO,TX,$126 ,$847 
CARENOW,PLANO,TX,$526 ,"$2,292 "
CHILDRENS MEDICAL CTR,PLANO,TX,"$3,382 ",$0 
CHILDRENS MEDICAL CTR,PLANO,TX,$764 ,$0 
DOCTORS OF INTERNAL ME,PLANO,TX,$73 ,$837 
GEISINGER CARESITE PHA,PLANO,TX,$0 ,$107 
HEALTH TEXAS PROVIDER,PLANO,TX,"$1,371 ",$0 
HEALTH TEXAS PROVIDER,PLANO,TX,$753 ,$0 
HEALTH TEXAS PROVIDER,PLANO,TX,$280 ,$0 
HEARTPLACE PA,PLANO,TX,$281 ,$0 
INFECTIOUS DISEASE DOC,PLANO,TX,"$48,325 ",$395 
KUNJAN THAKOR MD PA,PLANO,TX,"$2,763 ",$0 
KUNJAN THAKOR MD PA,PLANO,TX,"$1,816 ",$0 
LIFECARE HOSPITALS OF,PLANO,TX,"$33,716 ",$0 
LONESTAR HOSPITAL MEDI,PLANO,TX,$106 ,$0 
MEDICAL CENTER OF PLAN,PLANO,TX,"$2,004,844 ","$249,988 "
MIHAELA PERIJOC MD PA,PLANO,TX,"$1,583 ",$0 
OLIVE BRANCH PEDIATRIC,PLANO,TX,$73 ,$106 
PATHOLOGIST BIOMED LAB,PLANO,TX,$5 ,$0 
PEDIATRIC EMERGENCY ME,PLANO,TX,$0 ,"$9,418 "
PRIYANKA UPPAL,PLANO,TX,$175 ,$0 
PULMONARY CARE SPECIAL,PLANO,TX,"$12,570 ",$0 
QUESTCARE INTENSIVISTS,PLANO,TX,"$200,022 ",$0 
QUESTCARE MATRIX PLLC,PLANO,TX,$321 ,$0 
RESILIENT HEALTHCARE I,PLANO,TX,$885 ,"$45,034 "
SOUTHWEST PULMONARY AS,PLANO,TX,"$10,822 ",$0 
STAYING HEALTHY MEDICA,PLANO,TX,$0 ,$117 
TEXAS HEALTH CARE PLLC,PLANO,TX,$0 ,$352 
TEXAS HEALTH PHYSICIAN,PLANO,TX,"$8,566 ",$0 
TEXAS HEALTH PRESBYTER,PLANO,TX,"$524,003 ",$961 
THE HEART HOSPITAL BAY,PLANO,TX,"$320,476 ","$1,093 "
UNIVERSITY OF TEXAS SO,PLANO,TX,$899 ,$710 
UNIVERSITY OF TEXAS SO,PLANO,TX,$423 ,"$2,390 "
QUC PLEASANTON LLC,PLEASANTON,TX,$229 ,$0 
CHRISTUS PHYSICIAN GRO,PORT ARTHUR,TX,$105 ,$0 
GULF COAST CARDIOLOGY,PORT ARTHUR,TX,$42 ,$0 
GULF COAST CARDIOLOGY,PORT ARTHUR,TX,"$1,519 ",$0 
HEART AND LUNG CENTER,PORT ARTHUR,TX,"$2,948 ",$0 
HEART AND LUNG CENTER,PORT ARTHUR,TX,"$3,531 ",$0 
MEDICAL CENTER OF SOUT,PORT ARTHUR,TX,"$366,869 ","$12,914 "
PORT ARTHUR EMERGENCY,PORT ARTHUR,TX,$797 ,$0 
PORT ARTHUR EMERGENCY,PORT ARTHUR,TX,"$6,251 ",$964 
SOUTHEAST TEXAS INPATI,PORT ARTHUR,TX,"$3,881 ",$0 
ESS OF PORT LAVACA,PORT LAVACA,TX,"$4,403 ","$4,862 "
REGIONAL EMPLOYEE ASSI,PORT LAVACA,TX,"$4,141 ","$8,950 "
CHRISTUS PHYSICIAN GRO,PORT NECHES,TX,$73 ,$62 
CHRISTUS PHYSICIAN GRO,PORTLAND,TX,$40 ,$0 
PINNACLE EMERGENCY GRO,PORTLAND,TX,"$2,733 ","$1,137 "
PREVENTATIVE CARE HEAL,PRESIDIO,TX,$73 ,$0 
CARENOW,PROSPER,TX,$0 ,$217 
CONCORD MEDICAL GROUP,QUINLAN,TX,$118 ,$118 
ETMC PHYSICIAN GROUP I,QUITMAN,TX,"$2,621 ",$0 
QUITMAN HOSPITAL LLC,QUITMAN,TX,"$35,771 ","$82,602 "
QUITMAN HOSPITAL LLC,QUITMAN,TX,$41 ,"$1,205 "
RANKIN COUNTY HOSPITAL,RANKIN,TX,$0 ,"$2,002 "
SU CLINICA FAMILIAR,RAYMONDVILLE,TX,$172 ,"$12,052 "
SU CLINICA FAMILIAR,RAYMONDVILLE,TX,$384 ,"$1,847 "
WILLACY COUNTY EMS INC,RAYMONDVILLE,TX,"$2,989 ",$0 
HEALTH TEXAS PROVIDER,RED OAK,TX,$0 ,$113 
REFUGIO CO MEMORIAL HO,REFUGIO,TX,"$3,757 ","$10,786 "
EMCARE RSN EMERGENCY P,RICHARDSON,TX,"$13,538 ","$15,081 "
HEALTH TEXAS PROVIDER,RICHARDSON,TX,$128 ,$209 
LYDIA O NJAMFA MD PA,RICHARDSON,TX,"$9,780 ","$27,931 "
LYDIA O NJAMFA MD PA,RICHARDSON,TX,$721 ,"$1,544 "
METHODIST DALLAS MEDIC,RICHARDSON,TX,"$380,771 ","$68,002 "
PULMONARY MEDICINE CON,RICHARDSON,TX,"$128,187 ",$324 
SERGE LARTCHENKO,RICHARDSON,TX,$90 ,$0 
SUNG JOON CHO MD INC,RICHARDSON,TX,$460 ,$0 
TEXAS HEALTH CARE PLLC,RICHARDSON,TX,$52 ,$214 
TEXAS HEALTH PHYSICIAN,RICHARDSON,TX,$0 ,$65 
TEXAS HEALTH PHYSICIAN,RICHARDSON,TX,$0 ,$77 
TEXAS RADIOLOGY ASSOCI,RICHARDSON,TX,"$12,117 ",$19 
THE VILLAGE AT RICHARD,RICHARDSON,TX,$0 ,"$6,200 "
UNIVERSITY OF TEXAS SO,RICHARDSON,TX,$785 ,$908 
ACCESSHEALTH,RICHMOND,TX,$96 ,"$2,616,623 "
ACCESSHEALTH,RICHMOND,TX,$0 ,"$101,300 "
CYNTHIA OBI,RICHMOND,TX,$0 ,$677 
CYNTHIA OBI,RICHMOND,TX,$677 ,"$3,288 "
HOUSTON CARENOW URGENT,RICHMOND,TX,"$26,679 ","$591,494 "
LONESTAR HOSPITAL MEDI,RICHMOND,TX,$445 ,$0 
ROSE RICH EM PHYSICIAN,RICHMOND,TX,$832 ,$429 
SOUTHWEST WOMENS HEALT,RICHMOND,TX,$0 ,$360 
TOPCARE MEDICAL GROUP,RICHMOND,TX,$0 ,$51 
FAMILY HEALTH CENTER L,RIO GRANDE CITY,TX,"$3,884 ","$15,599 "
